F_G1,F_G2,F_G3,F_G4,F_G5,F_G6,E_G1,E_G2,E_G3,E_G4,E_G5,E_G6,M_G1,M_G2,M_G3,M_G4,M_G5,M_G6,P_G1,P_G2,P_G3,P_G4,P_G5,P_G6,control_G1,control_G2,control_G3,control_G4,control_G5,control_G6,L_G1,L_G2,L_G3,L_G4,L_G5,L_G6
4722150405720877e-35,3998598088040019e-49,1252423460187518e-90,500.40401774746266,17762300493148158e-66,4123218322984859e-84,0,0,0,6586.937981758252,24118047338079987e-63,0,0,0,0,500.4040178300314,21512119460922148e-65,0,0,0,6860650315291906e-68,90.07272320941075,46896420483436064e-65,0,0,0,0,0,0,0,0,0,0,45.26477389220856,13410910555333585e-63,0
3.469513041956579,5225197733642945e-21,6527902602704363e-70,496.9344994115094,6876959732919183e-65,0,52555159639223896e-22,3.143264387074613,11653825100142923e-64,6583.794711907381,9946986202248272e-62,6223015277861142e-76,45.87156009193711,6908403828794813e-20,2216399078187469e-68,500.40394874589646,6937746124855073e-64,0,25180749771966577e-26,0.00015060320346772777,842101414447503e-67,90.07257260599151,1092290290811677e-63,0,50,0,0,0,0,0,700846794683176e-23,0.004191685051759216,2461359501774626e-66,45.26058220070051,0,24308653429145085e-79
9.359750319997914,5319085107334724e-20,1928041651707224e-68,491.04421411016335,9469986790635181e-93,10298854174453645e-69,9982977639751729e-20,14.613164034689287,3451812980161178e-63,6572.3247173336695,18010901085170246e-62,0,87.95556017878685,0.000689168301051373,2660225324350481e-67,500.40332865901394,0,19645572334252351e-63,58934443183943615e-25,0.001364218819716097,50887449887782136e-68,90.07135898485757,0,12753298315606883e-62,50,0,0,0,0,0,14351753696733893e-23,0.025701467576492155,6934270278689159e-66,45.23907228273171,0,570342366944521e-59
16.92764830241294,0.0002889387066553092,12575959004553544e-68,483.4760803314649,9464803633126159e-93,46057960574581396e-64,0.0008202712765504337,39.36369531954168,21761065602290324e-63,6547.5734651395705,35901410824930276e-62,0,126.56473459661194,0.00364395639315201,1639668183483085e-66,500.40037384243664,0,1819513600949536e-61,6305426584726278e-23,0.0065654883349686366,2871194503411974e-66,90.06615765848413,0,3538607947228322e-61,50,0,0,0,0,0,12998939889237602e-22,0.08656512165805226,4357765534656407e-65,45.17820747382075,0,0
25.634119037223766,0.001112728296994297,5963024921299314e-97,474.7687857664294,5426148459771049e-94,5372048753013837e-93,0.0043113913234957306,80.63396139786413,0,6506.2997074015675,0,0,161.9859957011147,0.013589139682792375,0,500.39042846264914,0,0,4350398113696014e-22,0.02233641172218336,0,90.05038636370183,0,0,50,0,0,0,0,0,7541022351428065e-21,0.21264235536256781,0,45.05212400088631,0,0
35.08141968458619,0.0034073241749670853,3610592637136448e-96,465.31919048927693,6176883909644711e-96,681167647917554e-92,0.0169202251172691,139.5432894134733,0,6447.377769984746,0,0,194.48256634558112,0.04013595179095142,0,500.3638806468952,0,0,22309728945118942e-22,0.06031809553868935,0,90.01240288493327,0,0,50,0,0,0,0,0,32544088477800274e-21,0.42690639558181176,0,44.83783495968575,0,0
44.97271058598934,0.008825838381808972,907179638975875e-87,455.422481045663,11934282490793144e-96,1757649441684721e-93,0.05378860977887147,215.39438824193206,0,6371.489802212291,0,759208510152724e-62,224.29593709906084,0.09997354215313119,0,500.3040389466691,0,0,9184627570454492e-21,0.13767041831192317,0,89.93504360994837,0,0,50,0,0,0,0,0,0.0001131765262366564,0.7444406406417368,0,44.520220084307525,0,0
55.084905072580156,0.020096909821835412,23555822194690173e-88,445.29901546489884,12276229282164515e-96,4133069724257411e-92,0.14555807792300818,306.25693300285974,0,6280.535487457288,0,880130100089842e-61,251.647663782272,0.21841640779370894,0,500.18558191578006,0,0,3184707038679136e-20,0.27620068468402315,0,89.79649068306234,0,0,50,0,0,0,0,0,0.00033318150383526533,1.1704948554238426,0,44.09394586658547,0,0
65.24984927643344,0.04129133481178384,720469575731618e-86,435.1128768180682,15493766299008924e-97,11265351953480029e-92,0.34661315069072757,409.55201771323925,0,6177.039347197314,0,13411312879862716e-62,276.7410204825855,0.4298567212862456,0,499.97409913973104,0,0,9608733358166346e-20,0.5002548368165977,0,89.57237229305352,0,0,50,0,0,0,0,0,0.0008583321020007888,1.701216759077611,0,43.56269881421186,0,0
75.3409242080467,0.07799693026893764,1048498655815321e-86,424.9850962772967,0,0,0.7436147860276423,522.5101881207106,7396309744148812e-52,6063.684174735013,0,0,299.7625230349375,0.7768729205690176,0,499.6269695983182,0,0,0.0002582508359880294,0.8338695242679672,0,89.23859544487175,0,0,50,0,0,0,0,0,0.0019814885776340586,2.3259254229124555,28988717440148546e-53,42.93686699557588,6429473817575319e-55,14489087708052645e-55
